750$2018-06-02 10:26:28$like$1328
590$2018-06-07 08:44:18$like$1654
373$2018-07-29 16:22:26$browse$1089
845$2018-07-08 21:00:26$giveMark$1552$3
539$2018-06-16 03:10:21$share$1373
283$2018-07-10 03:48:58$share$851
1042$2018-04-06 19:48:24$giveMark$394$6
370$2018-10-30 12:47:30$share$1743
4$2018-07-29 11:29:54$share$809
1049$2018-01-22 20:43:57$giveMark$1087$9
329$2018-06-04 12:51:57$like$1221
494$2018-05-13 06:51:49$like$1478
248$2018-07-16 17:09:26$browse$907
682$2018-10-25 09:28:48$browse$625
360$2018-01-05 14:02:11$share$128
426$2018-03-29 16:51:43$giveMark$1783$9
136$2018-06-18 02:10:15$share$917
771$2018-04-24 14:13:52$browse$443
130$2018-09-28 16:38:26$like$1398
135$2018-06-15 13:10:34$like$664
753$2018-04-28 21:01:57$browse$470
152$2018-03-22 17:20:34$browse$924
415$2018-08-11 23:04:34$share$571
1008$2018-10-11 15:59:27$share$1285
62$2018-04-01 15:38:22$share$1080
217$2018-07-28 16:39:05$like$590
500$2018-08-26 19:40:54$share$1862
1025$2018-08-29 19:39:37$share$770
446$2018-06-30 07:15:30$share$1657
111$2018-09-06 11:12:21$like$1359
377$2018-08-28 10:17:14$like$1233
427$2018-05-27 09:29:21$browse$941
921$2018-02-20 18:21:17$giveMark$693$9
1031$2018-02-12 05:47:16$giveMark$860$9
145$2018-07-08 12:08:06$share$1401
960$2018-01-05 14:57:05$giveMark$913$9
956$2018-04-16 16:32:02$browse$1393
627$2018-09-15 17:52:24$share$40
714$2018-06-15 00:01:29$share$707
531$2018-09-14 11:34:00$like$603
921$2018-04-07 17:42:28$share$233
323$2018-05-04 11:50:54$like$529
854$2018-08-25 18:10:17$share$716
606$2018-10-04 13:46:25$giveMark$1927$5
82$2018-04-19 14:35:54$share$585
851$2018-10-11 08:55:39$giveMark$1242$3
342$2018-05-13 01:21:57$giveMark$383$8
410$2018-09-03 19:22:27$browse$899
695$2018-10-19 04:53:22$share$135
754$2018-06-13 22:37:41$browse$1449
310$2018-03-03 20:38:16$share$962
156$2018-08-15 22:00:51$giveMark$1809$6
804$2018-04-28 12:29:12$browse$1070
57$2018-09-04 01:32:26$like$1625
212$2018-03-10 00:58:53$like$1321
787$2018-07-09 02:36:54$like$56
605$2018-04-23 09:56:09$like$979
534$2018-07-07 23:36:47$giveMark$1808$3
21$2018-08-15 12:32:39$giveMark$920$5
246$2018-01-22 17:05:08$giveMark$500$6
186$2018-03-05 10:06:47$giveMark$1860$1
81$2018-08-26 19:33:09$like$2033
902$2018-04-05 05:09:46$browse$1684
723$2018-03-02 12:54:30$browse$32
431$2018-10-19 09:22:56$giveMark$2099$2
271$2018-09-21 20:26:21$like$1834
727$2018-07-22 21:17:16$share$1402
278$2018-04-28 08:06:12$browse$746
385$2018-03-30 09:01:44$share$373
8$2018-06-23 16:53:58$giveMark$1063$10
1035$2018-09-03 13:00:22$browse$397
126$2018-04-14 10:04:44$like$414
315$2018-04-05 11:14:37$giveMark$1064$5
857$2018-01-24 14:57:54$share$1755
352$2018-02-18 14:55:06$share$427
997$2018-04-23 01:29:38$share$921
500$2018-04-29 14:10:36$browse$128
845$2018-06-20 03:44:17$browse$1453
172$2018-06-18 01:26:02$browse$791
70$2018-08-03 16:40:01$share$510
911$2018-04-04 22:30:47$browse$721
650$2018-10-13 23:27:43$like$2023
792$2018-06-25 02:42:43$share$271
366$2018-09-05 13:50:17$share$467
583$2018-05-01 20:41:27$share$1383
102$2018-01-26 19:56:50$like$2032
1057$2018-01-18 04:33:11$giveMark$1823$10
898$2018-03-20 04:21:51$share$708
247$2018-07-18 11:06:16$like$1248
1014$2018-04-26 23:59:10$share$1122
339$2018-02-10 18:19:13$like$1211
341$2018-10-09 17:43:06$giveMark$1510$7
259$2018-06-21 01:05:30$like$1615
261$2018-01-07 21:09:13$browse$1924
357$2018-10-28 20:19:27$giveMark$496$5
32$2018-03-01 11:24:28$browse$380
258$2018-05-16 02:42:29$share$745
594$2018-06-22 00:14:27$like$1537
212$2018-01-08 23:38:17$giveMark$267$7
816$2018-01-31 11:06:26$share$1772
1020$2018-02-11 18:39:08$browse$267
301$2018-10-18 00:20:24$like$549
220$2018-06-07 01:37:33$giveMark$239$10
460$2018-10-25 06:47:07$browse$394
515$2018-10-09 07:19:20$browse$1753
390$2018-06-17 21:01:10$share$1934
742$2018-04-25 02:43:49$giveMark$490$1
350$2018-04-22 07:28:46$share$1331
505$2018-09-26 00:53:26$browse$1407
576$2018-04-07 05:01:34$like$2031
319$2018-07-05 23:19:19$like$1024
335$2018-07-03 14:05:44$browse$1043
255$2018-05-14 12:33:19$browse$2027
622$2018-07-23 04:12:54$like$462
153$2018-08-15 17:46:05$browse$565
443$2018-05-25 20:53:23$like$398
799$2018-03-07 23:53:20$giveMark$41$5
990$2018-07-25 03:15:24$share$111
943$2018-04-11 16:50:48$browse$1893
312$2018-05-05 09:23:11$browse$1489
504$2018-02-17 22:00:06$giveMark$924$5
668$2018-01-30 17:53:23$like$1229
969$2018-10-15 09:28:30$like$839
426$2018-02-05 15:02:01$share$1680
168$2018-03-14 22:06:20$share$1954
278$2018-05-07 14:21:51$share$1407
983$2018-09-11 06:59:16$giveMark$389$9
801$2018-09-07 19:54:56$giveMark$2073$1
752$2018-09-12 20:29:35$browse$424
749$2018-08-14 13:06:45$like$56
396$2018-05-27 14:39:12$giveMark$332$7
655$2018-03-28 02:33:28$browse$1391
296$2018-09-28 22:56:37$giveMark$152$6
853$2018-01-31 15:27:13$share$292
1048$2018-04-02 08:22:09$giveMark$1002$8
442$2018-09-09 10:25:16$giveMark$1119$2
800$2018-03-06 07:09:22$like$1282
756$2018-05-10 10:17:51$browse$905
704$2018-06-26 01:36:43$like$2042
646$2018-03-25 15:29:39$share$1374
114$2018-09-12 03:28:40$browse$807
245$2018-09-15 02:08:47$share$1515
922$2018-10-04 07:09:05$browse$480
466$2018-10-24 23:00:59$share$351
333$2018-10-04 08:47:10$browse$1678
613$2018-06-23 01:25:21$like$2045
3$2018-08-12 23:53:43$like$1923
138$2018-02-03 15:12:17$share$72
377$2018-05-16 22:18:33$browse$1458
404$2018-01-02 18:55:20$giveMark$1022$5
901$2018-09-16 14:19:51$giveMark$1516$9
991$2018-02-05 19:35:48$like$2006
275$2018-02-07 22:40:38$share$1513
529$2018-08-12 19:23:04$browse$969
472$2018-10-09 18:21:06$giveMark$1603$3
1004$2018-10-27 15:02:41$giveMark$827$9
237$2018-08-17 08:49:15$giveMark$1190$2
191$2018-10-28 11:41:56$giveMark$650$10
429$2018-07-07 02:41:16$browse$2018
638$2018-03-16 22:20:40$browse$1646
290$2018-08-12 11:13:37$browse$919
364$2018-05-29 11:19:36$share$743
354$2018-04-07 07:39:34$browse$1967
888$2018-07-24 22:18:08$like$970
965$2018-10-05 16:19:57$browse$87
980$2018-08-22 07:43:55$browse$2052
615$2018-10-26 06:51:21$share$1549
367$2018-03-29 10:25:52$share$1436
919$2018-05-19 13:59:41$giveMark$779$6
780$2018-06-08 17:54:14$giveMark$613$4
247$2018-02-28 18:16:10$share$410
56$2018-01-13 14:27:50$browse$921
492$2018-05-24 21:38:31$share$2056
742$2018-05-23 09:03:29$like$1246
549$2018-05-06 06:37:43$browse$882
478$2018-01-02 07:27:14$share$1717
269$2018-04-20 19:42:31$browse$265
960$2018-01-12 06:10:13$share$1077
251$2018-05-03 07:08:56$browse$249
829$2018-08-25 19:40:39$giveMark$1372$2
934$2018-02-16 17:59:25$giveMark$1597$5
911$2018-09-25 12:07:55$share$1126
50$2018-05-18 22:21:24$browse$204
28$2018-09-20 23:27:42$like$835
852$2018-07-31 19:35:54$like$31
667$2018-01-21 02:58:58$like$1357
607$2018-03-22 16:27:28$like$511
239$2018-02-07 23:38:31$like$559
683$2018-09-29 10:14:49$like$731
151$2018-09-30 11:44:01$share$734
967$2018-05-26 11:35:16$like$1800
212$2018-01-09 02:13:34$giveMark$915$2
177$2018-02-12 08:22:10$share$1998
557$2018-02-10 12:00:22$like$1935
282$2018-10-20 15:24:44$browse$1673
319$2018-02-06 18:23:11$browse$1918
866$2018-10-03 19:32:10$browse$2013
489$2018-06-04 01:05:27$share$1940
522$2018-06-22 03:08:27$share$305
524$2018-02-27 09:48:46$browse$562
167$2018-07-10 22:41:26$browse$917
1006$2018-09-11 05:37:06$browse$1177
961$2018-09-22 08:46:56$browse$331
7$2018-06-21 18:03:03$like$1493
492$2018-01-24 15:01:21$share$296
444$2018-05-11 14:29:38$giveMark$323$2
669$2018-06-01 07:10:19$browse$580
366$2018-09-11 03:47:50$like$90
434$2018-04-28 15:14:23$browse$1693
253$2018-06-18 04:46:56$giveMark$942$4
832$2018-01-15 09:29:36$like$800
959$2018-05-11 21:18:51$giveMark$320$5
667$2018-08-05 17:30:50$share$1632
1054$2018-05-18 04:15:29$like$318
821$2018-01-11 16:18:04$giveMark$1412$1
421$2018-01-06 08:43:28$like$289
760$2018-07-31 07:16:10$share$437
594$2018-01-29 20:35:11$giveMark$1649$4
337$2018-06-10 10:23:06$browse$1348
908$2018-02-01 16:18:11$like$203
164$2018-07-02 12:05:44$giveMark$800$5
1015$2018-04-20 16:47:03$share$1259
863$2018-01-15 03:06:43$like$110
269$2018-05-02 23:37:56$giveMark$1785$6
18$2018-04-30 10:52:31$like$815
747$2018-05-18 12:29:21$like$1296
679$2018-07-29 10:53:49$like$13
1041$2018-03-25 23:15:58$share$2026
1000$2018-10-13 11:42:37$browse$1693
174$2018-03-09 08:44:48$share$1077
673$2018-05-21 15:31:25$share$373
746$2018-10-09 07:20:39$browse$184
699$2018-08-23 04:03:18$giveMark$1839$6
935$2018-02-19 11:32:33$browse$1166
747$2018-02-07 16:58:05$giveMark$1284$2
712$2018-06-23 18:13:06$giveMark$785$3
595$2018-08-22 12:45:24$browse$954
805$2018-01-27 14:44:34$browse$495
504$2018-01-01 15:22:13$browse$1078
301$2018-09-20 01:42:18$share$889
45$2018-04-02 10:52:54$giveMark$482$6
185$2018-10-05 19:07:40$giveMark$1190$9
885$2018-06-05 21:24:27$share$1279
869$2018-08-17 14:33:20$share$124
313$2018-06-30 09:10:13$giveMark$1707$8
727$2018-06-27 00:38:48$share$1327
833$2018-02-25 23:57:29$giveMark$965$8
575$2018-05-21 10:55:56$giveMark$1639$4
446$2018-10-16 04:14:40$like$371
927$2018-07-27 20:09:44$like$182
1039$2018-01-12 13:21:59$giveMark$850$10
757$2018-02-08 09:01:55$giveMark$1151$10
361$2018-04-03 04:18:19$share$1062
516$2018-06-18 08:59:53$share$624
854$2018-05-26 02:34:38$browse$228
134$2018-06-25 00:43:11$browse$2032
393$2018-05-26 22:05:25$like$247
629$2018-06-19 00:19:09$giveMark$1001$5
894$2018-01-28 12:27:55$browse$264
794$2018-04-04 01:04:35$browse$1782
682$2018-08-29 23:06:03$giveMark$548$2
2$2018-08-30 02:21:52$like$1518
669$2018-04-01 09:41:01$giveMark$1466$8
488$2018-05-28 10:00:46$browse$2071
147$2018-06-25 09:33:28$like$1962
369$2018-04-23 09:05:17$share$539
311$2018-01-17 13:04:13$share$86
88$2018-05-21 14:36:43$like$518
618$2018-07-15 14:30:52$like$860
722$2018-03-15 03:25:39$like$141
855$2018-04-11 18:46:37$giveMark$1769$6
76$2018-08-25 18:44:39$browse$1471
473$2018-06-24 06:51:26$browse$2031
864$2018-07-30 17:13:00$like$768
54$2018-04-09 06:58:56$like$39
136$2018-03-06 05:37:33$share$793
322$2018-09-23 14:16:23$like$1423
200$2018-01-07 16:54:52$browse$1432
645$2018-09-04 19:04:51$giveMark$1286$6
839$2018-08-27 10:32:31$browse$486
613$2018-01-26 06:45:31$giveMark$762$2
409$2018-02-12 11:46:11$browse$1660
290$2018-09-10 16:48:56$browse$416
1047$2018-07-17 04:03:09$browse$964
394$2018-09-15 09:11:09$giveMark$548$6
5$2018-02-16 08:03:59$share$509
153$2018-04-24 19:30:25$browse$1252
8$2018-04-26 14:19:13$giveMark$351$2
665$2018-05-30 03:07:00$share$832
480$2018-01-07 22:57:49$like$1986
744$2018-10-28 12:20:12$share$356
563$2018-09-27 14:52:38$share$435
863$2018-10-21 12:37:55$like$1669
456$2018-04-12 12:31:12$share$359
1007$2018-10-29 12:12:18$browse$1231
190$2018-08-15 13:17:53$share$1894
971$2018-04-01 14:14:40$like$1829
235$2018-10-16 06:40:55$share$784
10$2018-06-15 00:38:17$browse$632
828$2018-04-22 06:12:12$giveMark$683$1
480$2018-05-08 20:13:48$browse$1086
425$2018-02-08 23:21:08$browse$562
442$2018-10-15 08:08:35$browse$276
456$2018-10-20 00:26:47$giveMark$1239$8
189$2018-10-03 18:06:19$share$380
1005$2018-01-13 20:07:00$share$249
638$2018-03-01 05:51:19$share$352
619$2018-05-17 18:08:11$giveMark$2078$7
561$2018-06-08 11:13:25$giveMark$1444$9
194$2018-03-19 13:41:59$share$1578
619$2018-10-31 15:39:10$browse$103
624$2018-10-11 10:21:29$like$78
451$2018-10-01 02:20:16$browse$138
535$2018-07-10 16:48:33$share$1721
787$2018-08-30 00:57:50$giveMark$423$1
712$2018-09-03 05:43:05$giveMark$1922$9
250$2018-05-24 02:36:36$share$1930
415$2018-04-11 15:13:30$browse$1667
719$2018-05-14 11:29:01$like$1523
208$2018-01-31 12:15:57$share$983
386$2018-09-01 06:36:02$like$2090
495$2018-07-31 08:46:04$like$1837
544$2018-06-04 11:57:16$giveMark$929$2
321$2018-09-09 15:22:16$share$761
766$2018-06-25 22:03:26$browse$189
299$2018-04-25 13:00:06$giveMark$1937$5
40$2018-09-27 07:07:35$giveMark$509$4
508$2018-06-30 06:21:33$share$869
634$2018-02-26 19:11:47$like$249
237$2018-02-13 03:47:54$browse$143
736$2018-09-02 07:21:53$giveMark$1619$4
745$2018-06-03 23:13:44$browse$1920
658$2018-10-29 01:53:32$browse$977
1037$2018-01-29 19:09:00$browse$1641
582$2018-04-15 16:09:30$like$520
192$2018-09-25 23:34:15$browse$502
202$2018-05-05 10:05:41$giveMark$162$9
131$2018-01-15 14:40:35$share$1276
739$2018-06-25 10:42:33$share$521
293$2018-02-04 06:45:39$giveMark$100$9
144$2018-08-07 19:03:19$share$1881
599$2018-02-19 18:19:02$like$2021
308$2018-01-15 07:09:30$like$1737
392$2018-04-06 05:53:35$like$1910
419$2018-08-19 14:31:48$share$1986
32$2018-05-20 22:18:45$giveMark$1384$3
643$2018-01-22 04:31:07$browse$430
563$2018-01-22 10:34:49$like$360
691$2018-01-30 10:04:42$share$225
429$2018-04-16 10:24:46$giveMark$266$2
829$2018-03-22 20:16:02$browse$1787
826$2018-01-21 08:27:42$like$1503
911$2018-10-12 08:23:28$giveMark$348$1
763$2018-01-24 20:01:27$like$391
925$2018-05-01 14:56:59$share$1750
1017$2018-08-27 21:56:54$like$1343
245$2018-04-26 04:10:40$share$1599
143$2018-01-06 00:30:18$share$428
40$2018-09-15 04:15:08$like$1995
273$2018-07-05 18:13:39$browse$982
852$2018-03-25 08:55:25$share$1093
738$2018-10-22 10:56:46$giveMark$477$4
129$2018-08-06 00:37:38$share$1942
998$2018-09-05 05:19:36$like$1871
521$2018-08-02 11:02:48$share$180
312$2018-05-12 09:44:33$share$847
989$2018-07-25 14:18:34$share$997
765$2018-05-10 13:59:30$browse$343
585$2018-04-22 21:52:34$share$672
561$2018-02-22 20:14:30$like$799
534$2018-08-10 21:51:41$like$954
6$2018-04-20 09:03:36$browse$1794
310$2018-04-03 09:01:29$browse$1094
549$2018-01-15 11:59:41$like$80
714$2018-06-22 06:43:17$giveMark$332$9
254$2018-02-10 18:23:25$share$950
687$2018-07-25 15:25:44$browse$514
227$2018-03-14 21:03:03$browse$1567
397$2018-01-01 07:24:08$share$1629
624$2018-09-05 11:43:17$like$2094
334$2018-08-21 23:16:33$share$1937
1018$2018-05-31 00:56:12$share$793
818$2018-09-08 11:35:19$like$484
437$2018-09-03 18:40:18$giveMark$111$5
777$2018-05-28 02:03:36$share$1431
507$2018-03-26 14:39:39$browse$1986
6$2018-05-31 16:04:23$like$1644
635$2018-07-07 12:53:52$like$1758
135$2018-07-13 02:41:20$like$1600
414$2018-07-13 23:14:20$share$1447
238$2018-01-04 16:19:44$browse$66
925$2018-03-03 12:19:54$browse$70
1053$2018-03-12 08:46:27$like$178
1039$2018-02-25 12:41:28$giveMark$677$1
340$2018-10-27 01:08:41$like$1882
50$2018-09-02 23:50:15$giveMark$77$3
476$2018-02-25 07:24:37$share$1096
549$2018-06-14 07:49:37$browse$1655
962$2018-04-22 11:13:46$like$458
6$2018-01-08 12:00:51$browse$920
829$2018-05-02 03:24:39$like$287
611$2018-10-24 18:08:29$like$1034
828$2018-08-04 09:05:48$like$1572
482$2018-05-03 20:20:55$like$921
648$2018-08-12 01:46:55$giveMark$1372$4
1047$2018-06-24 13:25:59$giveMark$1635$6
76$2018-08-20 01:29:29$browse$1103
906$2018-03-04 13:06:14$giveMark$223$8
744$2018-08-03 19:13:34$giveMark$1755$10
1011$2018-08-02 17:04:17$share$1686
84$2018-05-18 19:30:53$share$741
640$2018-05-22 10:33:52$share$1517
647$2018-08-04 23:27:48$browse$1977
861$2018-10-30 02:25:20$giveMark$480$10
787$2018-02-13 12:47:08$like$269
95$2018-01-26 18:28:05$like$120
171$2018-06-11 10:31:17$share$1786
66$2018-02-05 13:15:39$browse$862
302$2018-07-20 23:21:06$browse$938
103$2018-06-21 07:13:11$giveMark$45$8
690$2018-08-26 09:42:48$like$210
493$2018-06-24 19:03:45$browse$163
34$2018-09-24 11:00:06$giveMark$1185$9
556$2018-01-30 03:16:24$share$1503
844$2018-03-26 09:06:34$share$759
949$2018-08-01 22:34:22$giveMark$156$9
539$2018-04-25 14:22:19$share$1207
506$2018-01-09 18:12:57$share$1069
522$2018-04-12 04:24:00$browse$1508
212$2018-10-01 20:34:22$share$1470
163$2018-02-09 14:51:49$browse$1199
756$2018-09-27 13:50:15$like$1049
189$2018-04-14 00:10:28$browse$1015
392$2018-05-18 04:15:54$browse$342
748$2018-03-10 04:18:54$share$2007
940$2018-09-26 11:38:06$like$80
289$2018-09-16 20:55:01$like$19
708$2018-01-15 03:08:29$browse$223
365$2018-01-13 11:45:43$share$906
1$2018-04-14 20:26:22$like$1968
804$2018-10-20 07:44:15$browse$909
807$2018-09-14 12:04:01$like$1614
639$2018-02-22 06:23:19$like$318
789$2018-08-29 07:37:44$share$668
1009$2018-03-13 23:16:59$giveMark$1546$2
663$2018-03-24 22:18:22$browse$1504
1053$2018-04-18 16:07:54$giveMark$783$1
241$2018-05-24 11:40:37$like$1530
225$2018-05-02 11:09:52$browse$198
562$2018-02-01 12:30:26$like$1074
291$2018-05-07 22:12:38$giveMark$1953$7
194$2018-01-04 14:52:26$share$700
243$2018-06-27 10:31:40$giveMark$277$3
684$2018-03-21 13:59:46$share$647
405$2018-07-18 17:46:23$like$121
451$2018-07-08 12:20:49$share$9
680$2018-07-28 00:43:27$giveMark$1253$2
754$2018-07-18 15:52:47$giveMark$540$4
336$2018-09-08 21:35:39$share$219
7$2018-04-23 22:03:18$share$188
376$2018-07-23 16:51:14$giveMark$1105$8
786$2018-05-26 19:54:51$share$1311
341$2018-08-29 06:24:14$browse$1837
48$2018-04-29 11:32:56$giveMark$1003$4
992$2018-09-24 04:45:24$giveMark$7$9
200$2018-10-20 08:37:02$browse$514
638$2018-07-01 15:39:04$like$1249
636$2018-07-21 14:05:36$like$752
52$2018-05-10 06:35:38$share$498
605$2018-08-08 05:37:59$share$1579
4$2018-08-25 02:47:51$browse$926
913$2018-02-28 10:12:54$share$2026
452$2018-03-29 07:18:44$browse$783
572$2018-01-16 06:53:36$share$551
541$2018-07-23 13:41:26$like$815
816$2018-07-30 04:45:35$like$116
748$2018-04-10 11:22:41$browse$1323
375$2018-05-22 19:06:12$like$1161
695$2018-05-02 00:10:37$giveMark$1665$3
787$2018-01-17 10:03:21$share$884
398$2018-04-10 06:56:38$giveMark$514$8
587$2018-02-21 06:39:19$browse$782
575$2018-06-18 02:06:10$share$1912
24$2018-06-19 00:45:25$browse$1204
203$2018-06-14 08:15:14$share$112
943$2018-02-27 15:02:22$share$444
432$2018-04-27 05:08:01$browse$73
89$2018-10-08 09:41:51$like$323
190$2018-09-01 23:43:06$browse$1195
145$2018-04-03 16:04:50$share$1445
130$2018-04-22 22:34:10$browse$1929
926$2018-10-19 15:46:42$browse$701
995$2018-03-25 19:35:26$giveMark$1823$8
399$2018-06-17 07:40:20$browse$1447
60$2018-09-28 15:00:56$giveMark$595$3
721$2018-08-03 06:54:02$giveMark$1101$3
519$2018-06-12 01:30:58$like$1687
708$2018-02-14 19:42:06$like$1863
500$2018-08-13 20:50:41$like$805
656$2018-09-11 21:48:13$like$1185
146$2018-08-09 09:56:22$share$1281
12$2018-06-05 07:56:17$like$1472
570$2018-10-24 22:27:50$giveMark$1555$10
754$2018-07-26 10:29:36$giveMark$1052$8
906$2018-01-26 06:25:56$share$1058
495$2018-07-18 06:15:07$giveMark$1088$2
75$2018-03-22 07:38:05$share$657
433$2018-02-14 20:37:42$giveMark$1333$8
439$2018-04-03 04:56:57$share$1396
558$2018-10-11 00:32:27$like$978
24$2018-08-11 10:21:18$giveMark$1356$7
566$2018-01-28 00:22:31$share$1086
514$2018-06-21 21:15:50$like$630
318$2018-09-14 00:16:21$share$1643
637$2018-02-26 08:14:04$giveMark$864$1
631$2018-01-02 15:41:17$giveMark$293$5
537$2018-02-27 18:40:38$share$12
945$2018-08-13 09:17:04$browse$2065
622$2018-06-15 21:26:01$share$674
821$2018-02-07 03:35:29$share$2038
441$2018-10-27 00:53:30$share$1866
940$2018-06-20 06:36:45$share$1038
605$2018-08-14 22:53:23$share$191
93$2018-06-07 14:26:08$like$1725
786$2018-10-15 08:58:03$giveMark$476$2
362$2018-06-09 07:42:59$like$985
559$2018-02-01 20:31:00$giveMark$986$5
713$2018-04-12 00:27:24$browse$168
249$2018-10-28 18:29:32$share$984
289$2018-06-16 04:20:37$browse$2092
227$2018-01-24 18:44:08$giveMark$1105$2
603$2018-02-07 02:24:34$share$882
201$2018-06-05 01:45:23$giveMark$401$3
87$2018-05-07 01:49:47$like$565
50$2018-07-26 23:09:18$like$2032
301$2018-10-19 00:04:34$like$1431
709$2018-01-16 00:00:13$share$37
289$2018-08-27 11:59:14$browse$649
834$2018-04-21 10:12:58$like$1211
459$2018-04-01 13:50:01$like$1926
882$2018-04-26 05:37:44$browse$343
441$2018-06-12 15:53:04$giveMark$683$4
77$2018-04-20 16:36:43$share$247
476$2018-01-04 01:12:33$giveMark$1857$4
370$2018-02-17 04:53:28$giveMark$836$7
531$2018-08-27 22:54:25$giveMark$809$2
239$2018-08-05 19:29:24$like$624
180$2018-04-10 07:57:43$like$2022
756$2018-05-04 08:26:48$share$1056
383$2018-06-14 23:16:15$browse$2046
919$2018-04-30 05:28:39$like$859
144$2018-09-13 06:23:12$browse$17
574$2018-06-29 18:21:08$browse$2009
502$2018-05-17 21:08:07$like$1224
854$2018-03-17 15:28:40$share$1237
90$2018-10-09 15:10:51$browse$1038
934$2018-05-29 02:10:50$share$1595
389$2018-07-12 11:18:32$browse$2058
910$2018-10-15 19:03:29$browse$369
548$2018-05-28 04:40:15$giveMark$291$2
476$2018-01-30 05:12:11$giveMark$89$10
714$2018-10-01 02:41:41$share$922
705$2018-01-22 01:35:38$browse$597
380$2018-05-01 08:16:08$giveMark$595$1
882$2018-02-10 05:00:24$like$146
457$2018-09-04 06:44:23$browse$67
697$2018-08-16 08:01:03$browse$1917
688$2018-07-30 05:37:35$share$1659
